WAPE,MAE,RMSE,model,SKU,Category,Intermittency_Class
12.638847193035124,13.15625,16.271460188522315,naive,SKU001,Furniture,Smooth
12.912474000787002,23.927083333333332,29.815229609490963,naive,SKU012,Home Decor,Smooth
13.024124066628376,18.895833333333332,24.24484481286692,naive,SKU034,Lighting,Smooth
13.13093685975042,7.34375,9.278671779947818,naive,SKU038,Kitchen,Smooth
13.203435456992693,21.458333333333332,26.166932058102137,naive,SKU026,Furniture,Smooth
13.232004588471465,24.03125,30.992102488644854,naive,SKU045,Storage,Smooth
13.241239892183287,8.1875,10.458250331675945,naive,SKU021,Furniture,Smooth
13.327024004129742,16.135416666666668,19.194454494289054,naive,SKU010,Storage,Smooth
13.327081379597791,13.322916666666666,16.163552105483085,naive,SKU013,Kitchen,Smooth
13.457729594495987,13.447916666666666,16.58846235590669,naive,SKU017,Home Decor,Smooth
13.7519460300986,5.520833333333333,7.01486516857832,naive,SKU028,Kitchen,Smooth
14.027993779160186,9.395833333333334,11.55692433132622,naive,SKU046,Furniture,Smooth
14.159176761755896,11.322916666666666,15.121383865241963,naive,SKU041,Furniture,Smooth
14.675707021143724,17.135416666666668,21.665304444356803,naive,SKU008,Kitchen,Smooth
14.707410872050723,14.739583333333334,18.795777451331986,naive,SKU016,Furniture,Smooth
14.772616613107411,15.802083333333334,18.92556692237602,naive,SKU023,Kitchen,Smooth
15.394071848108181,11.739583333333334,13.952672981666751,naive,SKU009,Lighting,Smooth
15.454130534002738,17.635416666666668,21.995975010593796,naive,SKU019,Lighting,Smooth
16.07795371498173,5.5,6.861729616746301,naive,SKU030,Storage,Smooth
16.257007330746013,11.78125,14.469436178833416,naive,SKU022,Home Decor,Smooth
16.288429290106205,15.177083333333334,19.516819669198156,naive,SKU024,Lighting,Smooth
16.387959866220736,12.25,14.641550464346322,naive,SKU002,Home Decor,Smooth
16.438087774294672,17.479166666666668,21.982000212294906,naive,SKU047,Home Decor,Smooth
16.952975880617736,10.177083333333334,12.677489893508099,naive,SKU048,Kitchen,Smooth
17.28265748915158,12.03125,14.536950046920662,naive,SKU044,Lighting,Smooth
17.71117166212534,7.447916666666667,9.770811122931402,naive,SKU003,Kitchen,Smooth
17.721233956316144,8.197916666666666,10.319379018784673,naive,SKU050,Storage,Smooth
17.83783783783784,12.03125,15.371442677901122,naive,SKU032,Home Decor,Smooth
18.748632684314153,8.927083333333334,11.138802299469484,naive,SKU006,Furniture,Smooth
18.938567793529625,5.427083333333333,6.619887964812294,naive,SKU015,Storage,Smooth
20.380018387986514,6.927083333333333,8.179624074491443,naive,SKU036,Furniture,Smooth
21.156289707750954,6.9375,8.418729120241368,naive,SKU004,Lighting,Smooth
24.774774774774773,5.729166666666667,7.005949852327901,naive,SKU039,Lighting,Smooth
25.388026607538805,4.770833333333333,5.8273779123490295,naive,SKU025,Storage,Smooth
30.27932960893855,5.645833333333333,6.829775496554285,naive,SKU011,Furniture,Smooth
6.120679690209224,11.03125,16.402172112253915,seasonal_naive,SKU049,Lighting,Smooth
6.928165254729024,12.4375,18.76721432001386,seasonal_naive,SKU018,Kitchen,Smooth
7.564428889595927,9.90625,15.663452684513718,seasonal_naive,SKU033,Kitchen,Smooth
8.062283737024222,14.5625,21.01239713439029,seasonal_naive,SKU037,Home Decor,Smooth
8.410745669093648,13.958333333333334,21.471880836728456,seasonal_naive,SKU042,Home Decor,Smooth
8.554617945343345,11.510416666666666,16.697367556993328,seasonal_naive,SKU031,Furniture,Smooth
8.58395637753668,15.90625,23.2210841693492,seasonal_naive,SKU012,Home Decor,Smooth
8.589682915286323,15.125,21.80978373727412,seasonal_naive,SKU007,Home Decor,Smooth
8.804627249357326,14.270833333333334,20.120470504770342,seasonal_naive,SKU043,Kitchen,Smooth
9.052161558757865,13.9375,20.57759704144291,seasonal_naive,SKU014,Lighting,Smooth
9.120813397129186,15.885416666666666,24.68826475608739,seasonal_naive,SKU027,Home Decor,Smooth
9.332136905524932,15.166666666666666,23.15887159024233,seasonal_naive,SKU026,Furniture,Smooth
9.423573272153714,17.114583333333332,24.063933939958083,seasonal_naive,SKU045,Storage,Smooth
9.527045392769775,14.604166666666666,19.805828266783827,seasonal_naive,SKU035,Storage,Smooth
9.93667349599553,11.114583333333334,16.004231211359908,seasonal_naive,SKU040,Storage,Smooth
10.16042780748663,12.072916666666666,16.596623652618828,seasonal_naive,SKU005,Storage,Smooth
10.266457680250783,10.916666666666666,14.490657910069737,seasonal_naive,SKU047,Home Decor,Smooth
10.482822655524606,11.760416666666666,16.151947766961936,seasonal_naive,SKU029,Lighting,Smooth
11.518062643850696,11.989583333333334,17.359855510151384,seasonal_naive,SKU001,Furniture,Smooth
11.623505119160285,14.072916666666666,18.4128012534758,seasonal_naive,SKU010,Storage,Smooth
11.651351592470336,13.604166666666666,17.893201688537093,seasonal_naive,SKU008,Kitchen,Smooth
11.757387247278382,7.875,11.417274922969431,seasonal_naive,SKU046,Furniture,Smooth
11.776322627585492,11.802083333333334,15.560701033908037,seasonal_naive,SKU016,Furniture,Smooth
11.872554499720515,11.0625,14.459714151162649,seasonal_naive,SKU024,Lighting,Smooth
11.95663504638799,11.947916666666666,16.100918710847942,seasonal_naive,SKU017,Home Decor,Smooth
11.958321160775148,12.791666666666666,16.494317203206684,seasonal_naive,SKU023,Kitchen,Smooth
12.24436628891494,9.791666666666666,13.768169813014364,seasonal_naive,SKU041,Furniture,Smooth
12.378868396373868,12.375,16.192204914711276,seasonal_naive,SKU013,Kitchen,Smooth
12.464101091326823,18.083333333333332,23.724108694181396,seasonal_naive,SKU034,Lighting,Smooth
12.569602921040621,14.34375,18.282790177286035,seasonal_naive,SKU019,Lighting,Smooth
12.832929782082324,7.177083333333333,9.584601365384652,seasonal_naive,SKU038,Kitchen,Smooth
14.086531550955872,10.208333333333334,12.552390210633192,seasonal_naive,SKU022,Home Decor,Smooth
14.178390930200793,10.8125,14.923415605461551,seasonal_naive,SKU009,Lighting,Smooth
14.27502618584468,9.9375,12.59794956861367,seasonal_naive,SKU044,Lighting,Smooth
14.56946645536186,14.364583333333334,18.470415534037127,seasonal_naive,SKU020,Storage,Smooth
15.077493261455526,9.322916666666666,11.883549553900131,seasonal_naive,SKU021,Furniture,Smooth
15.705128205128204,11.739583333333334,14.563438810940223,seasonal_naive,SKU002,Home Decor,Smooth
15.85979524553184,9.520833333333334,12.935738607954837,seasonal_naive,SKU048,Kitchen,Smooth
16.355212355212355,11.03125,14.104151280149166,seasonal_naive,SKU032,Home Decor,Smooth
17.20462850182704,5.885416666666667,7.216156640945834,seasonal_naive,SKU030,Storage,Smooth
17.48823383700768,7.354166666666667,9.192388155425117,seasonal_naive,SKU003,Kitchen,Smooth
17.631164152217966,8.15625,11.47687893113803,seasonal_naive,SKU050,Storage,Smooth
17.66630316248637,5.0625,6.547900426854397,seasonal_naive,SKU015,Storage,Smooth
18.507985123605337,8.8125,11.440061188647551,seasonal_naive,SKU006,Furniture,Smooth
19.51219512195122,7.833333333333333,10.026007846263303,seasonal_naive,SKU028,Kitchen,Smooth
21.601016518424395,7.083333333333333,8.940777371123833,seasonal_naive,SKU004,Lighting,Smooth
24.234234234234233,5.604166666666667,7.203876271378718,seasonal_naive,SKU039,Lighting,Smooth
24.501108647450113,4.604166666666667,5.744562646538029,seasonal_naive,SKU025,Storage,Smooth
24.76248850750843,8.416666666666666,10.52576204683854,seasonal_naive,SKU036,Furniture,Smooth
29.553072625698324,5.510416666666667,6.936467640905804,seasonal_naive,SKU011,Furniture,Smooth
9.660760839598417,17.010989711726214,21.47730828800588,ses,SKU007,Home Decor,Smooth
10.148895708423705,11.385792372887844,14.361801679514224,ses,SKU029,Lighting,Smooth
10.278041054169753,18.52402774158803,22.59678210144605,ses,SKU049,Lighting,Smooth
10.781060670944624,14.506141738186637,17.998217393991478,ses,SKU031,Furniture,Smooth
10.820223823360093,19.424555976227904,24.5449980161825,ses,SKU018,Kitchen,Smooth
11.198274653623358,19.503661688394015,24.650062412051494,ses,SKU027,Home Decor,Smooth
11.324016206361346,18.354342934477348,22.17805522485201,ses,SKU043,Kitchen,Smooth
11.375449205302887,21.07894436595136,25.69185855560958,ses,SKU012,Home Decor,Smooth
11.534776288546881,19.142922482200927,22.493111110292023,ses,SKU042,Home Decor,Smooth
11.563345688960409,11.400736140209403,14.49433603984085,ses,SKU020,Storage,Smooth
11.711215130507597,7.844074300954567,9.742296039180612,ses,SKU046,Furniture,Smooth
11.76320140953607,13.977379008185203,17.341886473248568,ses,SKU005,Storage,Smooth
11.882840249749263,18.21540386617814,23.693217351036992,ses,SKU035,Storage,Smooth
11.961268181359365,21.605040652580353,27.31382228863158,ses,SKU037,Home Decor,Smooth
12.027291701323032,4.828456480926975,6.1533037598723395,ses,SKU028,Kitchen,Smooth
12.31500077318989,18.961252752970807,23.435143263389378,ses,SKU014,Lighting,Smooth
12.365231090956957,12.871432738743009,16.229414008745124,ses,SKU001,Furniture,Smooth
12.381857579641707,16.215074322005787,19.47418016136146,ses,SKU033,Kitchen,Smooth
12.431440524337532,13.905084203160044,17.1755715116962,ses,SKU040,Storage,Smooth
12.46385624693984,12.459961291862674,15.473911078386095,ses,SKU013,Kitchen,Smooth
12.516531475347131,14.283187740877898,17.757371857738594,ses,SKU019,Lighting,Smooth
12.578594805523805,15.229271606729498,19.037755867901556,ses,SKU010,Storage,Smooth
12.657620036559516,9.461570977328238,12.073346017569648,ses,SKU002,Home Decor,Smooth
12.851314292665508,20.886063082725755,25.162652496948926,ses,SKU026,Furniture,Smooth
12.932101704634597,13.751134812594787,17.91076859193406,ses,SKU047,Home Decor,Smooth
12.938372511927607,8.00022700320857,9.905773522363422,ses,SKU021,Furniture,Smooth
13.280292598074562,24.118948067440623,29.808576439125517,ses,SKU045,Storage,Smooth
13.394614187391102,13.423914905926019,16.6755933224537,ses,SKU016,Furniture,Smooth
13.413754088229126,14.348525076252594,17.48066045378664,ses,SKU023,Kitchen,Smooth
13.567782139251097,15.84179895821516,19.49025434800949,ses,SKU008,Kitchen,Smooth
13.631299597010438,10.900779896484286,12.841318515154612,ses,SKU041,Furniture,Smooth
13.72880553173822,9.55725076756318,11.816249999716453,ses,SKU044,Lighting,Smooth
13.993162308228563,20.30174631552161,24.958823255371378,ses,SKU034,Lighting,Smooth
14.01019605265376,13.9999802846987,17.35592996982279,ses,SKU017,Home Decor,Smooth
14.029625786688838,7.846360505076288,9.992010250580385,ses,SKU038,Kitchen,Smooth
14.22253007119052,10.846160692831853,13.18052020459725,ses,SKU009,Lighting,Smooth
14.84218577909935,13.829515811879551,17.463294792755637,ses,SKU024,Lighting,Smooth
15.173565067325558,5.190623716780952,6.345137494237304,ses,SKU030,Storage,Smooth
15.475822002590277,7.368748163941684,9.065956938216162,ses,SKU006,Furniture,Smooth
15.502796952770204,9.306522795709864,11.33624299724492,ses,SKU048,Kitchen,Smooth
15.648079675452959,11.339967739804814,13.457016348537987,ses,SKU022,Home Decor,Smooth
16.013797716550133,10.800972939027304,13.681521205769776,ses,SKU032,Home Decor,Smooth
17.388131995763136,4.982786575035873,5.953905488471402,ses,SKU015,Storage,Smooth
17.39446801794779,7.314736186297419,9.481361156957059,ses,SKU003,Kitchen,Smooth
17.423179955022057,5.713351093584316,7.030098845701937,ses,SKU004,Lighting,Smooth
17.70518456920556,8.190492153316862,10.298118316028367,ses,SKU050,Storage,Smooth
17.825562670996007,6.058834478693747,7.246587274416536,ses,SKU036,Furniture,Smooth
21.51244200501923,4.974752213660697,6.078119805989325,ses,SKU039,Lighting,Smooth
21.78645984661587,4.094038912843232,4.988009580525668,ses,SKU025,Storage,Smooth
22.87793202201216,4.265781074937684,5.134057961664181,ses,SKU011,Furniture,Smooth
